CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE
40399787,STARBUCKS,MANHATTAN,1128,3 AVENUE,10065,Caf̩/Coffee/Tea,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,47,
41115762,SPRING GARDENS RESTAURANT,QUEENS,13529,SPRINGFIELD BOULEVARD,11413,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,40,
50009773,LAS LUNITAS,BROOKLYN,195,STANHOPE ST,11237,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,41,
41444879,GRAND BO KY RESTAURANT,MANHATTAN,214216,GRAND STREET,10013,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,73,
50000088,MAHARLIKA,MANHATTAN,111,FIRST AVE,10003,Filipino,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,41,
41528486,LEGEND BAR & RESTAURANT,MANHATTAN,88,7 AVENUE,10011,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,53,
50058339,NEW KING WOK RESTAURANT,QUEENS,14616,JAMAICA AVE,11435,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,
50033054,HALSEY STREET GRILL,BROOKLYN,444,RALPH AVE,11233,Soul Food,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,66,
41598995,PARAISO AZTECA RESTAURANT,BROOKLYN,1681,EAST   16 STREET,11229,Mexican,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,81,
50019033,DIY KARAOKE,QUEENS,13335,ROOSEVELT AVE,11354,Asian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,33,
40515597,ANYWAY CAFE,MANHATTAN,34,EAST    2 STREET,10003,Russian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,42,
50067916,ZIO TOTO,BROOKLYN,8407,3RD AVE,11209,Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,76,
50053024,CROWN FRIED CHICKEN,BROOKLYN,842,ROCKAWAY AVE,11212,Chicken,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24,
50010848,PIZZA ITALIA,MANHATTAN,307,W 17TH ST,10011,Pizza/Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,51,
50058530,CITY SPICE CAFE,MANHATTAN,203,E 26TH ST,10010,Indian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,111,
50006110,ARCO CAFE,MANHATTAN,886,AMSTERDAM AVE,10025,Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,61,
40395152,UNCLE VANYA,MANHATTAN,315,WEST   54 STREET,10019,Russian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,50,
50039648,TIBET KITCHEN,QUEENS,7415,ROOSEVELT AVE,11372,Asian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,
41325953,33 Gourmet,MANHATTAN,157,WEST   33 STREET,10001,Delicatessen,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,62,
50008765,WOL HOE BONG,QUEENS,16210,CROCHERON AVE,11358,Korean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,47,
50045370,AMY'S CAFE & BAKERY,BROOKLYN,5713,4TH AVE,11220,Bakery,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,54,
41700508,ORANGE HUT,QUEENS,5317,BROADWAY,11377,Delicatessen,Establishment re-closed by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Critical,9,
50043804,DEE & L'S PIZZA PLUS,QUEENS,14621,ROCKAWAY BLVD,11436,Pizza,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,82,
50015151,MIRADOR RESTAURANT,BRONX,44,W KINGSBRIDGE RD,10468,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,55,
50001058,EL BLOQUE DELI,QUEENS,13207,JAMAICA AVE,11418,Spanish,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,31,
41635390,DON ALEX RESTAURANT,QUEENS,9705,64 AVENUE,11374,Peruvian,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,
50007247,GOLDEN WOK,MANHATTAN,1770,AMSTERDAM AVE,10031,Chinese,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,69,
50045219,LA PINELA,STATEN ISLAND,163,DONGAN ST,10310,Italian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,73,
41688540,FOOD DEPOT,MANHATTAN,460,WEST   34 STREET,10001,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,39,
50049958,LITTLE SHEEP MONGOLIAN HOT POT,MANHATTAN,105,BOWERY,10002,Asian,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,51,
41181327,DIRTY BIRD TO-GO,MANHATTAN,204,WEST   14 STREET,10011,Chicken,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,48,
40378136,BROADWAY RESTAURANT,MANHATTAN,2664,BROADWAY,10025,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,89,
40948509,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BROOKLYN,1936,RALPH AVENUE,11234,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,35,
40554349,LA FAMILIA RESTAURANT,BROOKLYN,938,4 AVENUE,11232,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Establishment re-closed by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Critical,16,
50000891,LA MESITA,BROOKLYN,1513,MYRTLE AVE,11237,Mexican,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,65,
50046713,PERFECT PICNIC,MANHATTAN,81,ALLEN ST,10002,Sandwiches,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,74,
50000088,MAHARLIKA,MANHATTAN,111,FIRST AVE,10003,Filipino,Establishment re-closed by DOHMH,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,
50000150,TASZO COFFEE,MANHATTAN,5,EDWARD M MORGAN PLACE,10032,American,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,48,
40714228,NEW SOLDIERS RESTAURANT,BROOKLYN,1278,NOSTRAND AVENUE,11226,Caribbean,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,8,
